-73.9064,49.0757,42.1659,3.63352,22.29,25.0727,9.50629,13.6893,38.2387,4.14426,7.54942,12.0785,26.7641,21.802,37.1357,52.4852,61.6391,110.279,55.4265,27.0623,64.175,1.59344,81.4448,20.3728,28.7999,3.28597,3.15477,41.0623,91.6457,36.7008,9.34292,24.9653,20.2539,37.6417,93.4063,19.4022,7.30267,28.5287,77.8611,19.9317,5.26041,6.5077,17.4073,53.2628,58.0503,47.0977,1.40536,25.1826,19.4835,24.9162,54.2039,4.92628,103.87,29.7595,80.9067,19.3632,14.1406,34.3811,10.561,26.265,48.743,17.4452,61.3259,106.932,19.9364,74.4441,46.7986,127.653,38.9974,31.1147,6.82277,34.1504,76.1678,59.8997,46.1709,73.28,33.9041,38.6059,25.929,42.3203,83.425,11.0992,65.6699,79.8885,18.4804,62.6895,50.3182,15.7194,89.4243,75.867,0.500153,964.54
-72.8632,37.7921,47.7315,8.60235,13.321,5.09638,4.43713,9.1179,31.1085,5.09907,8.01623,54.289,77.0316,51.2839,32.3307,10.7579,72.2392,74.7714,49.7639,34.395,19.3416,66.0116,94.9359,31.5166,0.75484,17.4012,21.1539,35.08,14.4185,5.8795,34.5254,23.025,34.7269,3.1404,99.6981,24.1967,36.184,32.6849,23.2927,17.1466,4.65506,32.5847,12.3963,43.9162,85.8067,55.5054,17.54,26.6006,1.38763,24.1635,42.312,49.5945,62.2087,18.6076,50.8331,20.6112,25.4755,105.925,12.4209,29.5347,64.0782,33.2707,5.43264,125.35,58.2854,90.1462,37.2727,66.7244,60.9147,44.0677,8.90092,26.3476,9.24888,52.5605,119.65,1.8215,237.486,56.0575,10.5468,37.5034,2.13309,11.6702,67.6045,47.6796,20.8506,54.2645,80.0901,15.9736,27.1398,78.8163,0.128443,956.5
-75.7402,31.537,47.8933,21.3527,9.53566,9.37172,15.0224,10.918,62.7746,13.0874,10.6938,25.1409,79.1372,38.0705,37.9818,8.52469,33.1851,93.2514,35.0487,30.4729,11.0504,106.668,103.267,12.085,6.70495,14.7892,6.90692,46.6883,14.5021,1.72381,28.2531,33.8978,27.2619,3.1404,121.448,15.6103,17.7612,13.8949,8.52118,6.21325,4.65506,14.2037,11.1006,49.8597,78.5924,48.9845,19.5841,23.6382,44.6546,23.6006,13.1394,2.27293,50.8097,17.317,51.8173,38.4676,21.2797,218.54,2.3515,18.3974,54.378,42.4412,35.8862,198.646,43.8205,50.7956,44.4513,39.22,100.83,32.3495,4.37776,9.30869,37.4357,63.9834,92.8368,17.9706,62.4963,80.6499,2.0202,33.8514,22.2114,12.5747,29.7987,36.6548,17.675,27.0309,87.6431,22.4887,105.554,7.84697,0.148355,953.731
-75.765,37.931,47.8246,11.0338,7.41415,24.5092,12.8568,10.918,69.4576,20.4579,30.0736,17.3959,48.6862,59.8636,19.8609,9.5599,21.1399,100.968,34.1592,18.5919,17.1127,71.0029,97.8054,8.27579,9.49999,22.6037,26.9058,82.1761,17.7317,17.9734,5.08418,27.4335,35.2617,13.9407,146.879,19.5521,7.85284,58.4343,13.0665,15.6728,32.8084,35.5072,15.2409,47.4989,91.5704,30.4885,33.4528,11.9293,41.3268,22.3111,21.4392,2.55758,36.837,42.5254,46.9746,51.5831,22.5077,78.276,2.3515,16.2271,47.8396,42.4412,23.4366,95.9089,44.4349,7.4775,12.9086,90.6415,43.9545,90.9956,98.1355,33.5283,35.4039,53.4818,106.028,18.4139,68.0265,89.7609,14.83,26.8811,10.138,80.6211,38.53,21.5348,30.1145,21.7873,104.575,18.0116,68.5681,94.5305,0.185361,957.807
-73.6922,42.1693,46.5362,12.9015,11.3705,16.3784,15.8161,29.5574,92.3681,21.3334,19.3455,23.7879,49.1221,63.8114,14.5573,6.63024,8.57628,90.4388,25.1601,6.14169,13.8185,60.2859,76.1935,8.27579,10.5052,8.74842,20.4948,93.9869,0.578783,35.4209,27.9635,4.95911,36.638,5.73023,142.792,3.90796,2.59708,69.6222,72.946,11.3521,38.8214,21.7259,22.2361,57.3379,5.36312,36.2933,21.1378,20.2453,33.9115,3.0006,21.9191,22.5323,38.0655,130.878,39.0855,72.1679,26.6786,35.7648,2.3515,37.1756,34.269,25.4686,43.9856,30.6073,168.876,50.7572,11.6357,73.2773,66.7982,85.2429,57.0795,33.107,6.19977,58.9708,151.167,19.472,17.7136,90.3505,24.119,44.0906,8.24305,48.9388,45.4353,24.4048,38.7791,1.8669,51.5977,17.0246,105.887,83.5862,0.163372,956.531
-73.8606,42.1693,47.3588,12.9015,7.53526,10.6644,6.4953,29.0304,83.2557,32.7063,20.1076,23.3809,57.6694,50.5561,23.0706,6.09609,6.94294,96.2027,21.6712,18.8898,14.2757,47.0126,95.3705,19.455,31.1961,27.0846,20.5913,75.8594,15.6302,17.4624,59.0256,11.804,61.7767,10.0253,4.63582,17.1461,13.9302,55.6936,69.7857,3.51653,44.9728,18.0634,40.432,52.5615,29.0459,27.4009,34.866,28.0225,9.57646,3.3874,16.7691,34.841,15.5914,84.2105,45.7132,32.9237,71.1178,56.3168,33.9835,51.7217,20.0027,28.7429,66.7829,25.1938,26.6445,53.7208,117.985,82.5711,63.9635,49.1764,87.2216,40.2489,65.0525,25.984,132.818,26.8962,3.93611,97.3628,23.4904,106.62,4.4202,30.5949,68.0363,19.3139,128.335,49.6679,33.8352,13.1588,1.71769,113.62,0.0906519,955.015
-75.0424,58.0112,39.3469,6.7958,5.04063,15.2346,6.4953,5.57106,88.1196,32.6989,40.967,23.3809,71.1578,25.1108,3.58171,9.81152,28.8464,98.1191,24.5589,39.7953,27.1114,33.9854,74.3044,29.2321,36.2241,52.1825,20.11,53.8593,19.6725,13.0397,45.3426,7.67383,88.0507,10.1241,3.27976,5.2964,12.7568,39.8644,89.8256,15.3197,7.7732,16.8582,25.1682,67.7949,9.57301,8.2588,40.3033,19.5822,37.2757,11.2333,15.1749,24.7685,42.4505,78.0961,47.6536,38.9834,61.1788,73.8592,89.4855,8.40016,14.0246,24.1801,39.3317,29.2701,59.7876,52.1517,62.6532,49.0805,99.1252,64.3899,88.274,48.0646,65.2818,23.7048,127.53,12.0678,11.4197,77.4122,5.11972,149.181,12.1196,22.6476,57.1129,15.5655,135.857,50.5952,12.4894,12.0995,1.13628,44.768,0.168025,954.867
-75.3762,49.5371,39.6558,23.081,18.212,41.62,9.69192,35.8586,36.3325,50.2397,30.1221,21.7336,67.7935,9.40771,38.4869,10.4851,12.2085,106.811,2.84496,19.5171,28.0306,39.0267,61.6732,17.4024,105.922,55.1537,19.1573,62.1881,8.58461,10.2551,30.382,2.78001,18.197,5.6075,12.8049,32.7779,41.1276,52.589,152.007,9.13264,17.2907,4.43446,24.5824,2.93244,31.8124,4.48261,24.2135,0.940879,86.3048,2.95332,2.23429,50.7675,54.0687,84.6063,52.812,1.76457,81.9853,33.9514,57.7488,35.0686,3.31951,29.8452,23.2424,78.3595,55.7193,52.8959,82.2202,37.9872,47.24,18.5219,117.048,75.0679,143.917,24.0741,50.3054,6.21724,84.7226,33.5385,24.5546,30.607,2.89789,10.9455,59.5664,3.31757,73.361,12.06,31.7177,50.4757,36.1228,51.1775,0.227597,954.16
-74.6661,40.7478,38.6702,17.9787,13.2608,47.0695,7.83168,31.3772,24.566,13.9366,32.0261,80.4207,51.451,34.0648,13.256,6.72389,2.68842,143.339,3.21863,41.8769,37.2014,9.51225,21.4227,10.4691,109.735,56.2141,21.1344,42.7405,26.2603,22.4423,23.3125,23.3698,17.7947,15.6941,21.9118,23.3238,3.43089,55.8991,169.253,9.8423,13.5122,12.8985,35.611,13.7343,20.1497,59.1733,11.9997,16.2028,33.0222,9.98326,2.3449,17.3275,25.0168,67.7971,18.6929,6.15147,45.994,59.3472,86.5858,74.4531,12.9098,79.6089,16.0684,146.979,0.708108,63.9617,59.9948,60.4329,21.1456,43.6004,198.125,49.5177,49.412,3.39498,85.9411,38.8696,198.121,20.2751,21.6743,15.3053,24.1844,17.8361,77.0222,57.1716,35.5702,39.7056,4.92047,17.6121,63.1691,23.1545,0.0946819,958.205
-73.9226,38.0693,38.9506,29.3518,1.01016,37.7191,17.2511,19.3673,2.73041,35.6484,27.609,68.0059,36.7471,42.7482,12.4987,5.57928,18.1809,132.789,17.8794,17.374,78.7719,6.988,17.5997,27.8932,119.558,29.1999,18.5004,40.5192,20.6577,17.9498,43.4774,7.2444,41.3272,49.3948,21.5291,38.3193,25.2697,69.5044,48.2994,27.2389,4.71542,25.5879,16.9226,35.1056,19.0699,56.4718,8.72504,22.1277,47.4961,3.73065,10.8307,53.4852,25.2516,56.3995,30.5132,10.061,63.8831,77.544,8.2971,18.7862,51.4106,65.743,35.2401,128.212,103.922,11.3648,77.4235,31.9558,28.0944,24.0415,161.57,24.3372,62.2708,19.4222,108.705,112.881,18.3847,32.0856,21.2746,52.2486,9.95131,24.6093,2.91947,42.5816,9.20988,29.8592,125.973,28.5104,69.0663,34.5676,0.195893,952.178
