-74.5896,1.14167,5.67808,16.437,18.8698,14.528,21.056,15.5211,8.10115,1.98413,12.2481,21.6615,3.37323,1.59149,13.7113,44.7513,1.38436,4.34367,12.6905,29.978,15.8398,27.2154,4.7977,1.22315,5.34356,24.9652,8.77159,4.70487,17.8968,8.18781,13.9329,2.8629,38.2917,5.22707,10.3733,16.0879,4.84344,5.44716,8.08046,3.58551,28.72,14.0937,22.8056,11.2961,10.9574,3.68989,1.97556,8.70893,9.00875,4.80939,13.6587,2.33528,13.2527,7.60843,18.1517,10.8502,2.99327,9.11188,3.47865,5.4191,10.0818,15.8562,8.17054,1.51139,14.5531,18.974,17.4967,11.9182,1.57008,17.0772,7.39595,1.96652,10.6888,3.47744,19.0242,13.981,3.77892,11.3317,3.56852,8.53907,4.28224,5.53538,7.07718,6.75596,5.62943,12.759,1.43386,15.9723,15.5429,6.61777,3.73359,14.9649,2.67812,42.9138,9.25732,12.4949,15.5233,10.5734,0.764522,4.41508,0.447277,4.05586,7.11364,2.95795,12.8475,6.49815,2.75353,7.13766,60.5879,17.0568,22.6797,15.5105,12.6444,5.90942,26.4813,6.93663,7.80297,20.6193,8.38512,8.44258,6.73927,40.912,4.17636,6.61468,7.46532,30.6485,4.03962,4.38147,16.8222,3.72614,10.9451,8.11681,63.3323,3.97063,57.2599,3.48827,6.48158,14.2729,37.122,43.4843,18.7532,47.2319,31.2807,31.098,26.1982,23.1302,3.5116,15.5392,2.21853,31.7172,11.2327,9.80585,12.1679,8.87367,17.8721,25.513,19.9489,15.0185,11.885,3.40334,16.092,16.5613,12.0701,14.6715,6.25089,11.1999,20.1386,4.22627,16.5465,1.8745,9.81618,3.045,33.3477,2.96621,0.194173,838.365
-74.6944,9.32844,6.54627,9.20731,38.2534,10.2107,9.97106,15.6523,5.82699,16.1228,9.80576,5.68594,27.3151,1.52688,15.3817,17.3966,14.8496,7.06747,21.5861,28.4442,5.02909,14.9944,1.36039,3.06463,5.70981,30.5342,34.8155,9.20766,9.80185,9.09593,1.63414,15.2391,9.76188,10.2767,12.3842,6.28282,27.5067,0.465174,7.8294,4.14098,20.9661,5.5046,20.3388,25.3687,10.891,14.5233,2.69402,3.75963,1.02022,2.44023,4.50225,3.41581,7.51926,12.1732,10.7617,14.3603,2.8835,3.477,18.6591,13.1729,11.2042,3.77905,13.2388,4.63461,16.2002,19.6772,26.1882,16.9022,15.3139,6.40228,5.54224,6.04912,25.8183,0.743108,23.3028,3.48076,6.84971,9.59666,6.80281,1.60705,13.1797,1.01261,1.92637,2.18131,28.3603,1.78044,7.66959,7.06634,9.81065,17.9249,2.43616,14.2222,1.53647,0.315748,0.626422,8.20234,13.5826,22.9735,11.707,4.9429,4.17242,2.65151,1.91417,2.41448,5.08986,7.80096,3.47626,3.6661,16.2651,31.0184,5.16743,12.152,7.20476,19.9889,23.256,1.83872,4.38012,3.91501,17.9846,5.49638,10.0612,46.0895,17.0422,9.61863,5.383,9.76257,7.35444,45.0085,30.3299,19.9412,58.215,6.32775,23.5264,13.5074,19.9371,22.0698,6.60718,9.69508,6.37551,13.6932,28.1647,21.9209,43.578,18.5752,28.4984,1.52675,12.1667,19.9245,13.8391,33.5073,5.99875,30.369,56.5444,6.39831,3.58117,31.7243,29.4146,28.4474,18.3345,10.2073,1.94067,17.4654,11.2378,10.2292,9.85582,7.96644,22.8168,5.14772,12.4625,23.6931,17.3998,3.87614,3.72798,10.6153,0.141251,838.081
-74.5789,3.5562,5.87411,3.05859,36.2772,16.4604,13.3618,7.61776,0.486685,13.6812,13.5239,3.08599,1.63281,10.7291,7.20442,25.0809,25.4945,7.31919,27.4871,6.7857,27.4985,1.05576,5.33214,4.00421,2.76815,4.12833,12.8553,4.87404,6.08175,29.7611,8.19613,33.7554,25.899,20.634,40.578,5.00309,2.1259,5.44205,12.4467,4.47211,11.3432,2.34963,5.65586,25.1301,18.3537,5.20197,9.94774,4.4027,3.56982,1.9336,9.54945,6.32194,13.5016,7.73347,16.1199,2.55977,7.53586,4.98461,4.69284,13.5028,0.701048,9.63486,10.1247,0.89454,11.9871,19.9207,11.8221,17.7681,2.13617,37.7518,9.92011,8.80017,11.4006,7.59111,4.58521,12.3382,1.33524,18.0807,11.6207,3.12278,4.09333,2.25817,12.2864,9.28179,9.33943,6.91179,23.4806,1.84902,7.81205,15.7286,2.4413,2.81067,2.04078,14.2416,1.33303,7.1341,15.688,7.71453,3.11223,15.072,17.4548,10.9238,9.47918,2.41448,5.05481,8.10382,0.751975,23.1088,9.82558,9.5925,17.3252,17.243,3.89918,5.35782,14.3913,9.75606,12.4437,2.70784,12.244,29.7174,39.3978,56.592,21.2891,10.6278,6.73617,1.62595,2.96283,10.1023,37.7519,13.6201,20.1846,17.3478,1.18306,39.0699,22.7789,22.6092,16.8379,15.6671,18.8753,20.61,22.7768,5.9582,34.218,12.3481,39.7093,20.9246,7.33547,57.0446,16.4156,23.6373,4.20052,12.908,41.9143,1.24345,32.258,33.5819,20.7907,5.51498,12.354,13.1846,12.1744,1.80245,4.16573,17.9985,9.54263,3.98578,7.06806,10.1063,10.3229,16.758,29.2102,23.2782,4.70167,11.9255,0.297302,840.153
-75.9217,1.80649,3.58464,6.87036,49.8582,18.7751,8.36404,25.806,2.95938,6.35948,1.83813,6.33699,0.347087,1.74985,16.739,38.3859,5.53303,5.50147,24.0565,10.987,26.8087,21.0458,3.7637,3.42385,6.35778,5.85143,7.86361,9.60301,12.4753,0.900403,6.69566,28.377,21.7734,8.00875,25.1039,4.55407,5.47084,5.49647,9.45876,9.50948,10.4579,2.79642,6.98245,7.20448,10.0875,15.0524,41.9244,26.4579,5.52718,1.69033,17.3409,3.77395,14.4579,10.5049,10.4736,4.19689,26.1413,8.03791,4.73848,4.62786,10.3113,10.757,2.41636,1.43107,19.97,4.46485,7.10653,10.1304,5.25322,23.8737,2.48915,1.82936,15.8705,10.3634,3.58416,7.22479,0.964482,9.64766,0.14588,3.09074,6.68586,14.7357,8.93234,15.5678,15.6607,0.222567,15.1919,2.56503,10.5342,3.75314,3.34882,14.668,5.60675,8.92384,3.12176,7.8935,4.49328,14.7603,1.48383,15.228,50.8033,6.5976,6.3131,4.47408,5.47102,5.52957,4.2777,9.19907,2.26862,18.3154,17.3435,12.4585,3.37633,6.84099,6.65308,30.91,12.0159,45.8736,33.6685,8.89876,18.9155,36.8912,41.1413,1.11396,9.95655,2.22463,12.8859,22.5436,23.3159,11.7667,13.4349,27.2371,23.621,35.1982,15.5596,6.4516,18.164,14.9267,7.82131,34.7975,20.991,12.0012,20.0344,1.80039,28.8137,8.33329,9.56854,17.9784,25.4727,2.55902,1.7534,32.3833,72.9614,12.8848,13.2732,19.0487,5.55509,34.1841,23.1705,12.027,7.8042,2.85395,12.3363,10.0074,3.78873,3.5933,5.44681,25.0324,24.1816,17.7477,9.15176,26.5701,25.1693,6.37784,0.359903,842.736
-74.9626,9.16535,0.29417,6.87036,33.6532,24.5747,9.14884,11.4314,6.62469,2.58545,4.71711,2.11246,7.52605,6.36244,10.8948,36.4219,10.9841,10.2494,30.1291,12.8554,33.9252,0.967631,4.53485,15.7267,3.02587,9.59121,13.278,17.4725,0.99055,29.1022,12.9631,0.609321,13.6512,14.3709,5.77373,2.84678,10.5074,21.3354,13.5599,9.25741,8.2693,5.61948,6.87937,4.46657,1.49717,12.8773,30.7009,26.2275,30.1586,1.49918,35.7305,4.41611,8.91298,4.56899,10.4269,8.75069,5.23911,0.169606,5.13967,9.38077,17.4448,8.38867,7.28316,5.76601,7.60841,7.0345,8.8789,5.47156,8.17764,10.146,4.67266,3.81271,18.7661,16.2871,2.36627,3.76131,7.51251,11.224,13.3212,10.184,7.69087,4.56608,8.39867,7.83858,25.4278,3.19723,5.30622,2.33931,7.11148,14.6252,6.5213,2.61027,10.9744,0.307584,3.63726,21.3516,1.19805,2.57269,3.72233,4.14122,39.3563,7.72307,13.763,6.86488,19.4952,0.422689,0.584713,18.1312,33.6091,12.2645,10.4831,17.3709,3.19048,19.9078,2.48096,36.6293,2.28487,42.2522,25.0398,31.4384,3.84212,12.1886,35.9798,17.9111,25.1603,11.1223,13.3005,9.65864,2.71754,18.894,10.5028,18.7224,11.2082,23.4715,37.5572,5.77301,17.4798,23.5159,6.80622,42.007,20.7886,26.4349,23.8975,13.3062,17.3218,0.174292,23.1431,34.7462,22.2131,11.8732,6.66849,6.48134,26.244,30.9623,12.2966,9.35781,17.4169,13.8585,43.1297,15.2663,3.95997,4.68388,14.971,14.4867,28.1671,9.81828,19.4703,4.56315,15.2613,18.0285,5.5235,4.46765,17.9448,10.5008,0.134696,840.029
-75.2004,9.16535,5.6011,8.42149,15.3129,30.9383,13.3511,3.72815,16.3047,8.31765,3.97234,22.7482,6.57154,4.86256,4.05414,31.9558,11.1435,2.9987,0.854456,6.64029,2.89869,10.8869,33.17,6.8933,20.3849,10.1844,14.0115,5.54221,18.6579,14.024,18.9716,7.09302,15.8391,13.5328,22.1528,0.433951,8.37267,21.0701,43.9525,0.46121,6.83957,1.78057,3.92501,11.1458,12.1008,12.654,16.0324,12.4295,16.1519,5.87421,24.6648,5.02734,1.06826,5.06812,4.47956,8.02872,5.06509,2.38338,5.44804,16.3592,13.7497,13.135,12.792,11.4337,1.67749,8.43049,6.0283,1.78965,17.1156,14.8379,16.5957,0.719984,1.56998,28.2551,2.03919,6.60247,17.5638,10.8376,7.44946,24.3249,2.30569,3.82514,19.9042,23.7169,19.8487,3.01717,6.78063,4.36693,0.411202,5.0412,9.766,0.259151,2.57735,7.13349,8.94572,2.21647,1.28615,15.9561,2.57303,25.7436,10.4196,4.22792,12.9513,8.6899,12.0533,11.4782,6.22698,14.7577,4.47372,4.2258,1.87768,15.054,26.2892,20.631,26.5322,6.28109,4.60789,10.8623,9.42014,7.62948,24.6011,4.69981,13.8224,23.3436,29.9352,9.15122,13.7695,9.00403,9.24104,8.80932,33.5001,23.5286,12.5998,25.7885,4.58425,47.2337,5.93358,15.4975,15.8357,16.7334,29.6465,1.86232,9.86051,14.15,15.9751,24.4574,43.9528,17.157,45.854,3.95252,13.8253,6.67015,20.1353,4.14505,15.7196,115.528,12.4258,5.89255,7.16577,31.3363,26.1076,4.68388,17.095,22.9351,28.4813,17.4305,26.7952,8.83909,6.92522,8.54559,18.5248,4.46765,3.65578,3.61218,0.199024,842.458
-74.6878,7.6574,4.43233,12.7703,19.2142,28.0154,15.9408,1.85627,8.94234,8.29406,13.2161,30.7788,8.34496,3.90712,21.1746,19.5012,17.9433,12.8979,4.891,0.744885,12.541,5.94654,37.9446,4.7165,14.9596,2.40647,6.35327,1.46624,5.08476,9.6301,21.2888,9.64796,3.11814,5.8744,31.2629,18.7713,1.53334,1.96288,16.5133,2.65648,6.96929,4.51397,8.96797,12.7819,14.3395,28.0373,17.3777,18.3557,36.964,7.42486,15.75,5.22766,2.82903,17.9762,3.97145,21.7199,4.63952,16.755,3.73969,26.8456,25.7366,2.76326,8.71024,9.96346,2.49904,3.28411,9.90928,9.48124,2.40617,9.32595,1.63036,3.12153,3.85848,14.3038,0.652886,5.85174,10.9326,7.59809,9.51998,17.329,4.11289,2.2972,15.7808,8.26156,6.18315,17.8185,4.89439,3.6695,19.9007,8.48506,7.29861,3.94758,6.51587,15.9817,22.2562,8.1935,16.927,15.1888,6.60787,6.75193,2.44056,5.01354,9.43554,4.98067,1.57634,8.61901,5.15955,8.47718,15.8975,9.84371,9.68228,24.3758,28.705,21.4208,47.9793,14.3171,14.0273,13.1144,46.2325,11.6806,16.4812,2.41783,26.4022,17.9529,53.8089,8.69951,16.2642,9.92467,15.1905,2.96579,15.5173,3.83895,8.5122,23.1583,1.58292,45.5171,5.31205,25.8581,60.9752,10.6058,1.43,16.0852,6.95057,7.15605,8.60926,10.1944,1.91758,5.81519,7.26278,9.90742,7.35224,11.2152,31.8542,20.7782,22.9405,72.4089,10.2587,13.6737,3.93972,23.1013,2.29849,8.24104,11.8844,1.82557,11.215,29.0595,9.59452,23.8389,12.9219,6.61185,3.37496,14.7208,1.97775,11.3066,0.199649,835.826
-75.6659,5.82666,3.42934,1.61949,25.7445,25.9295,20.475,26.0829,11.2561,13.1388,13.8129,9.03997,3.6881,6.00007,16.8027,20.1567,13.1737,6.36575,9.60114,16.912,17.0413,1.14903,8.06921,12.3717,28.4983,7.75392,23.9624,1.38385,13.2301,10.5192,23.1195,17.9992,2.3413,5.61161,12.4409,32.9898,4.5933,5.19631,3.34091,16.9039,10.6209,1.24722,27.4993,2.9393,5.12355,13.5556,16.3308,12.4659,11.2664,6.98096,2.14114,15.586,9.43884,19.6958,33.207,12.432,2.61607,11.6198,8.86647,2.81444,15.5406,6.95008,21.5619,5.19575,2.32889,30.704,7.11957,3.28566,1.20795,5.82278,7.85595,2.2923,21.3935,1.70021,1.95329,3.25583,16.4735,6.10052,7.37131,7.86054,8.57144,13.789,8.57469,6.43901,3.07386,22.2812,3.43159,3.21257,7.68998,6.38521,2.25253,4.05798,13.94,8.61629,22.8032,0.435767,10.4358,22.7563,10.2232,5.2436,7.13197,5.85378,4.42008,2.88326,3.44462,1.01949,4.90321,10.4946,9.65527,24.7803,13.3779,15.7319,35.4552,12.4853,19.486,25.858,2.03222,4.45093,59.5309,19.6495,14.652,13.6974,13.7179,3.24947,16.8075,13.3258,21.2086,6.38389,8.48596,2.98039,8.59376,14.9549,0.369413,23.4152,14.2374,24.6896,0.681414,9.95637,35.6245,14.4885,13.7957,24.198,15.8043,1.97536,9.20694,13.6959,15.3994,30.2181,0.577367,5.53687,22.2585,16.1226,83.6307,26.3729,38.3016,68.5299,20.0433,26.7916,1.29475,15.5378,15.7711,15.8311,7.55725,0.648168,3.60186,12.842,2.3674,6.41003,11.8011,14.2678,3.67439,10.6185,15.7699,8.48762,0.125683,836.325
-75.8532,3.00199,2.39495,1.61949,16.6483,40.5713,24.7037,18.078,19.6751,8.55856,2.90171,6.02851,3.6554,2.88854,14.5529,24.2464,22.4495,3.95026,22.5576,9.65277,34.8317,21.9023,18.1622,13.2554,19.1253,4.77767,5.90645,4.2335,0.973371,4.96164,3.01118,31.6325,3.14934,21.3998,11.1456,9.42085,4.26893,8.9703,3.34091,18.306,11.5631,1.24722,25.8937,3.66323,10.545,13.8793,9.80887,13.3798,10.7674,3.9667,12.1986,7.17089,8.19007,2.80911,8.48999,1.91675,7.79076,8.47014,1.56808,7.45612,4.7632,9.36501,31.744,8.26822,12.6443,1.14556,7.11957,12.326,19.2442,2.04118,8.67277,20.8711,21.3935,5.26836,12.5237,13.5101,19.3315,1.12553,4.5539,0.258498,3.04354,8.49824,3.87125,11.4029,4.45454,22.3146,7.46736,3.12615,5.50588,5.40635,4.92586,3.64732,11.6595,6.61931,29.4726,1.26284,15.3665,29.4659,8.62518,8.73223,3.54612,2.27266,9.98339,9.03053,3.97797,8.955,0.714181,10.3501,21.2123,42.9325,2.43898,16.186,3.72007,8.32866,22.067,29.2142,9.01816,35.4021,48.8775,12.3025,13.5141,16.5235,13.1672,7.70005,2.46439,17.8375,33.584,13.4613,4.55394,2.28258,3.80799,24.0345,11.0595,24.9267,14.1454,34.1607,9.51,5.01294,24.6667,15.1536,8.87756,48.4683,31.6695,29.2584,0.948335,7.58518,12.6567,6.49898,18.0412,17.5939,41.9217,32.2864,56.7486,23.2938,4.07088,7.58725,6.60316,37.1151,3.89126,11.0716,9.39957,3.95404,7.22191,19.6341,5.55536,9.28149,5.40149,9.38065,5.31515,6.5755,3.67439,9.84867,7.15562,3.58895,0.171541,831.538
-72.6623,9.99723,6.40669,1.61949,7.43271,54.7416,17.2044,10.0929,6.30473,21.1119,1.30901,1.80404,5.77053,17.7778,15.6707,13.9494,17.379,33.7292,5.47685,1.7656,40.3504,14.4441,7.62406,12.5205,38.6159,4.23523,9.03488,4.80345,5.29524,4.60625,8.42494,17.0545,18.0109,11.4837,6.18807,7.93083,10.6618,0.478042,13.2323,5.28174,0.784125,5.01174,14.9765,21.047,18.6102,9.24322,2.20439,6.75353,19.7184,11.6718,9.05689,5.67405,7.34691,17.1792,1.83954,9.31601,10.4754,10.9935,4.39421,9.18931,6.29634,7.94309,38.5753,11.0994,5.96699,23.4443,2.43226,5.10464,4.90639,9.95579,10.3229,7.07167,3.10634,5.11982,2.16182,23.5276,9.71173,6.0999,12.4952,5.23356,18.2124,6.48599,3.82994,24.7206,7.50443,1.12104,4.65094,4.85592,2.58493,9.58586,8.02438,3.98399,4.66993,3.04615,9.17622,0.7905,16.2008,16.1394,11.6046,21.8156,7.33051,3.21998,10.2969,20.3058,2.83385,3.04147,1.83345,6.87535,35.8158,40.6486,9.66048,8.68493,25.6741,18.0958,43.0762,8.57751,29.1035,31.1576,26.0883,8.1113,10.9135,9.93869,19.5081,7.60833,1.21316,17.9443,31.0099,15.0761,22.325,0.578612,2.75863,1.47144,33.9185,13.8574,11.4536,5.40813,2.89255,21.4734,43.6206,13.2726,11.0911,28.736,46.2336,0.738678,31.0978,1.92575,7.70603,8.86936,17.3768,23.469,9.31097,6.31843,57.4987,7.95764,8.14539,7.46434,9.59369,78.4157,7.42206,3.67632,12.9367,1.20342,6.54437,12.7946,14.948,1.35726,6.63275,10.8571,1.22705,6.89854,8.36754,2.71761,12.1744,3.58895,0.393154,838.558
