-74.6845,13.3188,7.02657,22.4139,25.1739,11.2986,15.6997,13.0904,9.31825,22.4993,9.99092,37.3224,24.8512,16.4491,9.74848,19.9967,45.825,3.06253,19.7303,0.975189,5.08731,11.5788,9.28872,9.45567,22.1634,6.301,10.0968,10.4005,17.6742,10.1053,4.33181,19.0215,24.6701,3.37301,33.3852,28.3649,17.0072,9.49389,66.8332,9.38608,1.93478,1.8057,19.9074,54.9534,21.1468,48.2626,26.0915,7.88045,34.2368,16.4971,39.4868,8.02829,21.8834,16.2162,33.173,30.3325,17.8701,49.4446,13.1291,5.3653,15.4449,65.4086,21.1723,13.0065,8.08645,7.57497,14.8257,23.6038,22.5177,46.9004,10.2579,41.6226,78.8186,9.00557,22.5014,9.9071,81.4412,16.4774,29.7144,8.09651,7.73055,13.7352,35.2673,43.4778,82.2778,12.5218,33.5861,34.8954,37.0483,44.2298,1.83892,32.8406,11.4281,11.2561,5.46444,9.08118,12.2687,75.2788,20.2639,4.4503,7.17725,17.4305,37.6331,34.7283,82.1573,1.01661,15.4413,15.3141,26.3579,1.53386,21.0888,56.0484,21.2901,1.15739,16.1505,25.3569,8.06057,15.2367,15.9891,37.4323,14.449,35.7444,0.227276,879.503
-74.6357,10.5804,7.02657,16.5975,33.2059,8.46023,19.0005,4.81167,0.588033,13.1882,8.94815,75.0138,7.70706,27.5239,22.8327,26.1276,34.1557,1.65945,19.6905,0.975189,1.30281,8.6663,1.3087,9.44431,17.4599,13.7184,3.24975,11.6613,2.2005,2.85323,3.87408,34.1325,20.1438,7.41577,9.31513,66.2164,24.6134,9.02102,24.5955,10.3738,13.3699,1.97801,58.3323,21.3207,26.4212,61.6851,16.234,1.52674,57.3971,26.9216,30.1779,6.20162,39.2606,16.3983,2.95477,20.5091,59.3486,86.9326,8.01374,8.33761,42.5082,70.6158,13.435,7.07148,21.0458,20.2024,68.1707,19.8627,12.2633,0.351958,10.5611,20.3343,42.1149,14.4442,20.6563,8.21221,40.1508,46.2242,33.6481,6.29356,3.44367,35.4955,20.6048,23.8516,24.8897,58.3197,25.4943,22.1665,42.1235,20.2713,13.1584,36.1828,14.6395,41.0877,14.5884,21.4627,2.51037,23.5256,51.3553,29.2126,24.4512,49.1861,11.7403,27.2802,77.5549,6.98204,20.4936,5.54023,19.3717,11.5941,21.2141,7.48958,47.4074,11.8773,72.6144,40.4719,9.80512,7.05147,18.6517,40.845,30.5836,31.7708,0.0862108,886.92
-74.5644,9.22509,23.6347,15.6128,24.9128,14.5062,10.0338,5.63865,10.9643,32.9652,10.751,44.2492,19.0828,27.0162,16.1939,25.8665,15.8958,1.314,27.9041,4.963,14.6407,5.99996,0.626769,9.10309,17.396,1.54605,3.24975,18.282,5.03895,3.37328,10.6002,14.4825,27.2157,4.74617,6.85022,66.2164,25.1639,3.24365,19.1366,19.5883,18.2132,2.55427,50.7516,41.3366,61.111,78.67,13.1783,13.2126,25.5563,2.49195,34.955,6.20162,25.7863,11.4251,33.5316,18.9368,30.6072,44.1477,1.96772,3.19979,23.4391,50.0052,13.435,23.2793,5.23687,22.0371,42.4435,13.9949,24.9359,4.44841,26.3018,32.0054,39.5134,12.4823,29.8083,25.7438,40.6929,46.2242,51.2804,28.8427,13.3943,46.4716,21.3618,52.9947,11.809,33.4506,44.6139,10.4329,27.3154,16.5388,9.56107,47.4125,40.5829,15.1874,1.88776,38.3486,7.22476,23.3294,21.4018,17.0005,35.259,31.7134,18.0885,39.2627,17.8162,56.9336,19.8413,24.1515,29.3793,11.2197,11.1335,0.211774,26.9022,28.1994,102.677,16.8397,6.33983,3.23564,17.8365,42.6973,28.9434,5.61051,0.073418,880.402
-74.5989,10.8341,20.4619,23.452,20.0936,8.72425,8.1698,3.41633,4.131,26.4973,11.1502,9.63514,43.9182,2.9049,16.6406,15.1904,21.7205,2.70961,38.5462,38.658,37.6819,5.62442,1.34279,0.451445,9.77536,9.46714,18.7967,11.8046,6.2774,10.4735,2.54355,11.4435,16.2134,0.217894,5.89588,66.2164,26.0642,10.6198,16.2056,27.7347,14.7602,3.60612,41.1077,38.1209,61.3557,54.4146,15.9185,18.7979,16.6115,7.79153,26.1534,18.1489,22.2769,5.23336,15.9436,28.4283,37.2235,83.7051,12.8747,15.1522,7.92272,28.5925,7.01535,45.0511,5.23687,19.5191,34.4109,3.78192,38.4531,35.3746,50.1446,59.1086,32.4771,9.02309,23.6375,3.24109,18.1462,21.8587,37.0345,30.5596,12.796,4.99171,28.6827,48.4834,11.0646,47.1616,50.1543,4.23385,39.6819,53.8705,24.6649,26.3426,6.49192,47.4339,27.2103,3.84728,10.5647,17.1295,0.678563,30.6847,71.2523,13.1121,2.23137,48.5379,38.9341,4.68944,29.657,15.5018,19.2719,52.1849,2.53901,37.2971,19.3959,17.55,39.6696,45.0361,8.895,17.3006,8.84174,54.0658,5.23475,8.81586,0.0604467,879.755
-74.6064,14.8654,7.04396,6.74352,29.2981,19.6705,11.6803,10.0858,5.15427,1.5479,9.93529,5.58052,31.2198,0.240698,24.2186,3.05292,34.1696,12.7331,64.0774,25.153,8.66474,5.62442,25.2558,15.0889,6.43396,4.34921,27.3735,26.1185,6.05063,21.1521,18.6793,15.879,6.78042,1.46052,6.7969,29.0446,26.1437,13.821,26.3036,5.03399,6.44039,63.4025,51.1353,5.89076,63.7183,33.7467,16.8616,30.7335,7.79021,11.6499,20.9893,5.66388,9.31489,26.8886,14.2726,24.7915,61.2687,97.4651,34.4301,8.42519,4.43312,35.5163,6.47369,20.3925,5.68234,5.47698,27.0057,20.0687,21.3428,29.1169,58.0696,33.9603,8.5307,12.3169,6.49506,11.8083,18.2216,36.3639,28.9516,35.7676,13.1576,23.2109,34.8705,11.8607,13.0162,56.5738,2.67915,12.7123,30.7245,46.195,13.951,22.7316,69.3913,68.6981,30.7652,22.6849,9.15919,18.335,18.4085,20.8547,42.7943,49.3233,21.5308,33.8139,3.01159,5.58866,41.9326,14.8881,12.6003,5.69566,3.60959,52.1088,35.9034,9.76616,11.2511,16.5683,22.9262,16.6277,1.82104,2.54852,2.6864,26.0907,0.3055,873.222
-74.6067,12.6569,7.00981,5.85079,29.581,32.6408,9.12222,23.734,2.29708,8.07471,13.0059,5.61721,8.00139,19.3519,21.6648,2.92675,20.4281,23.8661,64.0774,20.3245,3.19495,2.48083,5.32194,7.21368,7.5813,29.6861,15.0543,48.7127,6.15872,15.3711,7.98117,21.87,6.78042,8.22534,3.45033,30.7499,25.832,1.08378,46.1955,45.0861,7.95313,59.8448,48.5378,3.78734,6.20238,33.5495,41.6235,26.7733,4.08273,7.14314,16.3339,16.615,12.1294,25.7223,31.5278,57.9514,8.92993,86.1071,16.0461,13.8289,29.0477,62.5094,6.47369,9.69499,2.27487,11.7861,46.4971,3.47111,21.842,22.6308,55.8495,6.17293,7.99632,37.3645,27.3382,24.6093,17.4123,15.0774,26.9334,34.5072,27.0644,22.261,33.6117,14.1856,13.5531,39.5579,27.0363,34.9696,27.5349,48.0751,9.82359,1.72669,73.6098,8.04527,27.1612,39.4465,7.59295,24.9199,11.4337,22.9741,17.8301,39.4536,62.0492,5.3685,5.43834,27.0695,33.568,0.927013,10.3619,32.003,7.8193,20.3696,34.4681,65.4233,40.8211,12.4658,29.7279,45.1536,7.73528,1.59604,15.6259,2.86103,0.230855,880.799
-74.623,20.2802,10.1228,6.62782,15.0837,27.269,10.6881,18.9616,4.96927,2.19615,11.7463,5.81241,19.0185,14.423,1.3072,9.52157,12.9863,29.9211,35.0834,22.8848,16.2287,1.6795,4.39484,2.835,8.91466,38.1477,21.5714,56.4207,2.87147,4.24801,1.84988,24.3804,28.5077,5.34547,7.14573,12.2195,32.241,4.11505,46.4973,38.9198,12.9873,86.4014,62.6207,6.18825,11.1338,34.2103,29.0003,44.433,19.0531,10.8357,30.461,8.01578,4.4206,30.6519,33.7682,1.75875,27.1912,71.0219,11.493,15.6009,44.2386,42.0777,31.5679,40.3537,6.99576,10.2635,68.5358,1.63918,1.80532,7.76073,44.9217,6.36123,10.0787,12.5966,21.7536,24.4116,18.0841,33.4098,8.48458,47.5781,16.8816,22.7835,28.1775,16.9799,30.4739,22.7334,31.1144,29.4208,15.8632,49.7215,11.346,30.01,52.7661,7.93015,40.9434,46.336,7.81454,42.3791,10.1057,20.6497,9.83057,29.598,49.909,22.628,28.2545,7.6511,28.1338,35.066,15.8973,2.58865,5.37301,9.36897,20.2564,26.0868,33.4196,57.7523,11.9158,3.74533,8.18446,6.47908,28.4264,28.6535,0.129405,875.058
-74.7403,10.9654,28.9706,8.4071,11.9769,19.377,5.06615,19.1602,8.78447,16.7208,15.8049,8.28167,24.8528,7.05272,12.1625,4.65609,23.1074,1.42336,8.94255,41.289,13.0509,5.25687,2.33167,7.18976,5.50268,47.4824,3.30596,18.014,9.22167,13.1089,2.19653,22.4668,29.7519,16.2177,13.5903,38.9007,26.3524,1.49787,41.848,46.5184,24.3076,15.8226,28.3709,4.59725,6.63718,19.1912,16.7735,26.8414,21.1844,5.82391,51.5622,7.91188,45.0497,72.1647,9.94333,20.3527,27.4743,48.6496,13.4718,15.6009,38.2133,22.7347,5.06285,47.2325,8.9694,19.6103,16.7582,3.56788,42.1692,66.2256,49.5099,24.5948,7.38486,37.1972,58.3764,43.867,28.6682,18.2273,8.37335,69.6009,9.54851,6.34044,4.44964,59.1442,11.5005,5.31609,10.4405,30.1992,17.2908,39.4891,18.2894,27.1791,39.0763,40.4852,17.5726,5.50676,10.1322,24.8444,10.1057,36.1847,4.397,38.3081,40.5999,15.7971,19.2758,16.7216,32.0958,45.3205,15.6355,23.6026,6.56395,37.1488,17.6763,68.0907,11.2928,15.0355,4.95364,18.6142,5.34935,6.47908,23.0097,8.06612,0.219698,870.776
-73.2204,8.96144,23.5413,14.0694,8.66197,20.762,12.4741,33.4305,22.0682,11.1135,13.8237,12.3847,15.5623,12.6005,1.17626,5.56773,50.0452,13.3746,26.8874,29.6395,13.558,6.51604,2.20114,5.20237,2.56644,78.2348,3.19092,13.6103,5.44018,9.70484,10.6653,16.9168,3.69477,4.20254,15.1873,16.9822,16.2799,9.77651,15.1893,32.6176,40.691,50.4804,18.1824,25.2972,23.8264,19.1912,5.51943,17.1971,40.8471,5.01386,18.7882,21.9488,31.5108,94.439,18.6479,5.79456,20.8979,42.7639,1.24622,5.68731,45.667,5.59055,13.8915,54.3329,14.7846,23.2438,27.6065,25.3794,27.9322,19.6947,0.235227,19.6478,11.6635,29.7032,37.7654,8.52023,66.7831,16.7068,35.7695,25.0194,15.9787,15.5029,49.9385,76.2396,16.5261,7.26462,12.0317,11.9147,33.1781,28.6055,16.6019,25.6536,14.9337,89.8302,15.8749,3.42163,4.70041,12.1891,29.7982,28.9477,14.7032,62.411,31.4305,8.75747,20.2036,7.99998,5.92226,70.0153,10.5639,31.9384,1.76651,60.2438,30.9334,7.32304,8.1314,21.2327,2.79507,7.73018,28.9337,19.0979,35.7672,20.7875,0.262756,877.138
-73.098,10.7973,23.5413,9.01189,4.76215,19.5522,17.5573,11.3064,31.3474,63.3481,17.2998,18.5101,7.15008,7.80717,16.7321,3.01757,1.70027,1.33019,31.3277,39.8379,2.05824,3.92729,8.47419,9.00155,2.30929,38.1176,5.90439,40.5096,4.3218,23.9075,10.6186,28.5832,8.53188,11.2072,16.9254,16.0181,22.0113,8.47126,11.9587,26.1597,34.4558,35.5814,12.3793,14.6932,14.3346,53.6192,9.94922,45.9144,24.6161,25.1611,26.0869,11.0291,24.0479,52.5899,15.667,6.75994,22.5931,41.1689,11.6116,47.2199,14.848,11.9123,80.6881,80.9396,15.4972,17.7826,34.5648,11.6268,12.9413,17.9125,10.586,18.0903,58.6037,35.9419,22.1822,9.04252,30.3677,20.0856,3.84301,37.9442,20.1001,16.326,2.10795,49.6432,32.7648,7.53802,18.3862,66.5445,24.1818,45.5224,8.64704,17.1135,23.7331,45.3808,3.32193,12.8622,5.11855,59.933,7.62326,19.9226,15.0577,27.1622,19.461,28.77,42.0447,11.1532,2.19548,67.1475,8.66477,3.47344,24.5803,18.2387,45.4413,19.4389,40.4899,21.2382,0.575348,12.732,16.9326,34.5571,54.1883,19.2031,0.219886,878.469
